SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
6953,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,09-06-2023 08:30,3.91
6954,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,10-06-2023 08:30,24.38
6955,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,11-06-2023 08:30,53.09
6956,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,12-06-2023 08:30,5.33
6957,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,13-06-2023 08:30,2.54
6958,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,15-06-2023 08:30,54.1
6959,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,16-06-2023 08:30,24.38
6960,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,17-06-2023 08:30,69.34
6961,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,18-06-2023 08:30,49.28
6962,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,19-06-2023 08:30,42.16
6963,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,20-06-2023 08:30,2.29
6964,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,21-06-2023 08:30,72.14
6965,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,22-06-2023 08:30,34.54
6966,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,23-06-2023 08:30,2.79
6967,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,26-06-2023 08:30,1.27
6968,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,27-06-2023 08:30,15.67
6969,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,28-06-2023 08:30,8.13
6970,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,29-06-2023 08:30,27.94
6971,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,30-06-2023 08:30,7.62
6972,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,02-07-2023 08:30,17.78
6973,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,03-07-2023 08:30,1.78
6974,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,05-07-2023 08:30,28.19
6975,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,06-07-2023 08:30,1.52
6976,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,07-07-2023 08:30,16.76
6977,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,08-07-2023 08:30,53.59
6978,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,09-07-2023 08:30,5.58
6979,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,10-07-2023 08:30,68.58
6980,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,14-07-2023 08:30,0.76
6981,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,15-07-2023 08:30,19.56
6982,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,16-07-2023 08:30,41.4
6983,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,17-07-2023 08:30,5.84
6984,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,21-07-2023 08:30,69.6
6985,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,23-07-2023 08:30,18.54
6986,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,26-07-2023 08:30,26.92
6987,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,28-07-2023 08:30,1.02
6988,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,29-07-2023 08:30,10.67
6989,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,03-08-2023 08:30,25.4
6990,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,04-08-2023 08:30,2.29
6991,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,05-08-2023 08:30,15.49
6992,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,06-08-2023 08:30,14.99
6993,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,07-08-2023 08:30,1.02
6994,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,08-08-2023 08:30,18.29
6995,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,09-08-2023 08:30,204.72
6996,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,11-08-2023 08:30,36.07
6997,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,12-08-2023 08:30,19.05
6998,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,13-08-2023 08:30,28.96
6999,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,14-08-2023 08:30,8.89
7000,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,15-08-2023 08:30,8.64
7001,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,18-08-2023 08:30,48.77
7002,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,19-08-2023 08:30,3.81
7003,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,22-08-2023 08:30,24.89
7004,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,23-08-2023 08:30,10.67
7005,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,26-08-2023 08:30,43.43
7006,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,27-08-2023 08:30,7.37
7007,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,28-08-2023 08:30,2.03
7008,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,05-09-2023 08:30,18.29
7009,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,06-09-2023 08:30,1.17
7010,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,07-09-2023 08:30,1.01
7011,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,08-09-2023 08:30,32.26
7012,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,09-09-2023 08:30,11.18
7013,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,12-09-2023 08:30,0.76
7014,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,13-09-2023 08:30,2.29
7015,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,15-09-2023 08:30,8.13
7016,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,19-09-2023 08:30,40.13
7017,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,20-09-2023 08:30,68.07
7018,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,21-09-2023 08:30,3.56
7019,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,22-09-2023 08:30,21.59
7020,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,23-09-2023 08:30,1.27
7021,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,24-09-2023 08:30,7.37
7022,Kulsi Forest Office,Assam,18,Assam,291,KAMRUP,CHANDRAPUR,-,-,-,-,-,-,-,-,25.96760833,91.42063889,25-09-2023 08:30,0.76
7023,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,20-01-2021 08:30,1.27
7024,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,21-01-2021 08:30,5.08
7025,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,28-02-2021 08:30,3.81
7026,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,06-03-2021 08:30,3.81
7027,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,13-03-2021 08:30,33.2
7028,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,30-03-2021 08:30,1.27
7029,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,31-03-2021 08:30,16.51
7030,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,01-04-2021 08:30,13.97
7031,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,08-04-2021 08:30,22.86
7032,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,09-04-2021 08:30,10.16
7033,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,11-04-2021 08:30,1.54
7034,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,14-04-2021 08:30,3.81
7035,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,17-04-2021 08:30,50.8
7036,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,18-04-2021 08:30,2.54
7037,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,19-04-2021 08:30,13.97
7038,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,21-04-2021 08:30,1.27
7039,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,22-04-2021 08:30,20.32
7040,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,28-04-2021 08:30,8.89
7041,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,04-05-2021 08:30,52.07
7042,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,07-05-2021 08:30,2.59
7043,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,08-05-2021 08:30,6.35
7044,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,12-05-2021 08:30,1.27
7045,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,14-05-2021 08:30,16.51
7046,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,15-05-2021 08:30,34.29
7047,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,16-05-2021 08:30,29.21
7048,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,17-05-2021 08:30,7.62
7049,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,18-05-2021 08:30,1.27
7050,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,19-05-2021 08:30,64.77
7051,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,21-05-2021 08:30,5.08
7052,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,22-05-2021 08:30,1.27
7053,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,26-05-2021 08:30,2.54
7054,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,27-05-2021 08:30,44.45
7055,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,28-05-2021 08:30,1.27
7056,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,31-05-2021 08:30,120.65
7057,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,01-06-2021 08:30,46.99
7058,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,03-06-2021 08:30,72.39
7059,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,05-06-2021 08:30,50.8
7060,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,06-06-2021 08:30,8.89
7061,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,07-06-2021 08:30,73.66
7062,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,08-06-2021 08:30,44.45
7063,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,09-06-2021 08:30,11.43
7064,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,11-06-2021 08:30,16.51
7065,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,12-06-2021 08:30,1.27
7066,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,13-06-2021 08:30,24.13
7067,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,15-06-2021 08:30,1.27
7068,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,16-06-2021 08:30,7.62
7069,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,17-06-2021 08:30,10.16
7070,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,18-06-2021 08:30,209.55
7071,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,20-06-2021 08:30,33.02
7072,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,23-06-2021 08:30,38.1
7073,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,25-06-2021 08:30,30.48
7074,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,27-06-2021 08:30,5.08
7075,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,28-06-2021 08:30,134.62
7076,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,29-06-2021 08:30,194.31
7077,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,30-06-2021 08:30,134.16
7078,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,01-07-2021 08:30,16.51
7079,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,02-07-2021 08:30,7.62
7080,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,03-07-2021 08:30,11.43
7081,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,04-07-2021 08:30,60.96
7082,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,05-07-2021 08:30,25.4
7083,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,08-07-2021 08:30,36.83
7084,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,14-07-2021 08:30,80.01
7085,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,15-07-2021 08:30,60.96
7086,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,16-07-2021 08:30,24.13
7087,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,17-07-2021 08:30,82.55
7088,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,18-07-2021 08:30,10.16
7089,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,19-07-2021 08:30,2.54
7090,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,20-07-2021 08:30,52.07
7091,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,21-07-2021 08:30,16.51
7092,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,22-07-2021 08:30,8.89
7093,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,27-07-2021 08:30,13.97
7094,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,28-07-2021 08:30,31.75
7095,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,29-07-2021 08:30,44.45
7096,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,30-07-2021 08:30,1.27
7097,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,31-07-2021 08:30,24.13
7098,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,07-08-2021 08:30,1.27
7099,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,10-08-2021 08:30,2.54
7100,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,11-08-2021 08:30,33.02
7101,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,12-08-2021 08:30,12.7
7102,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,13-08-2021 08:30,7.62
7103,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,14-08-2021 08:30,1.27
7104,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,15-08-2021 08:30,88.9
7105,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,16-08-2021 08:30,11.43
7106,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,20-08-2021 08:30,6.35
7107,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,21-08-2021 08:30,95.25
7108,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,22-08-2021 08:30,2.54
7109,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,23-08-2021 08:30,57.15
7110,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,24-08-2021 08:30,59.69
7111,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,25-08-2021 08:30,48.26
7112,Manikpur DFO Compound,Assam,18,Assam,281,BONGAIGAON,Bongaigaon,-,-,-,-,-,-,-,-,26.47232222,90.80025000,26-08-2021 08:30,62.23
